file,bytes,overall,productive
BaseParamFilterReader.java,2269,4497535,92262
BaseResourceCollectionContainer.java,8463,19627584,338286
BaseResourceCollectionContainer.java,8463,17397364,303686
BaseResourceCollectionContainer.java,8463,15908087,455942
BaseResourceCollectionContainer.java,8463,21008731,309868
BaseResourceCollectionContainer.java,8463,20136922,467502
BaseResourceCollectionContainer.java,8463,15407476,331646
BaseResourceCollectionContainer.java,8463,19841539,339462
BaseResourceCollectionContainer.java,8463,15095126,308630
BaseResourceCollectionContainer.java,8463,80741622,203270
BaseResourceCollectionContainer.java,8463,15519544,444204
BaseResourceCollectionWrapper.java,1772,4738052,142984
BaseResourceCollectionWrapper.java,1772,4873707,99577
BaseResourceCollectionWrapper.java,1772,4603697,127358
BaseResourceCollectionWrapper.java,1772,4469126,85952
BaseResourceCollectionWrapper.java,1772,4750425,102235
BaseResourceCollectionWrapper.java,1772,4716049,120362
BaseResourceCollectionWrapper.java,1772,4896976,103357
BaseResourceCollectionWrapper.java,1772,4571920,91246
BaseResourceCollectionWrapper.java,1772,4633448,86036
BaseResourceCollectionWrapper.java,1772,3254916,64025
BaseSelector.java,3427,6185477,138677
BaseSelector.java,3427,5445540,122950
BaseSelector.java,3427,5617143,113292
BaseSelector.java,3427,5874419,137077
BaseSelector.java,3427,5790774,115060
BaseSelector.java,3427,6828272,160327
BaseSelector.java,3427,5798562,113828
BaseSelector.java,3427,6685814,134303
BaseSelector.java,3427,5404770,115255
BaseSelector.java,3427,5519773,188220
BaseSelectorContainer.java,10061,14258324,291224
BaseSelectorContainer.java,10061,15108903,319665
BaseSelectorContainer.java,10061,13050995,288628
BaseSelectorContainer.java,10061,13944069,288723
BaseSelectorContainer.java,10061,13857006,304325
BaseSelectorContainer.java,10061,13806175,288532
BaseSelectorContainer.java,10061,14049420,284492
BaseSelectorContainer.java,10061,14061180,286700
BaseSelectorContainer.java,10061,13848634,285123
BaseSelectorContainer.java,10061,14247217,287124
BaseTest.java,6588,9309239,255820
BaseTest.java,6588,9261608,228363
BaseTest.java,6588,11606561,227652
BaseTest.java,6588,9300605,188770
BaseTest.java,6588,9375521,197573
BaseTest.java,6588,9166825,228689
BaseTest.java,6588,9444972,225440
BaseTest.java,6588,10193505,226701
BaseTest.java,6588,9406092,219329
BaseTest.java,6588,9471023,354650
